GOLD_ID	BROAD_SCALE_LABEL	LOCAL_SCALE_LABEL	MEDIUM_LABEL	ENV_BROAD_SCALE	ENV_LOCAL_SCALE	ENV_MEDIUM	TYPE	MATCHED TERM	PREFERRED FORM	CURIE_SYNONYM_REMOVED	CURIE
Gb0153552	tropical biome	peatland	peat soil	ENVO_01001830	ENVO_00000044	ENVO_00005774	biolink:OntologyClass	peat	peat soil	ENVO_00005774	ENVO:00005774_SYNONYM
Gb0153552	tropical biome	peatland	peat soil	ENVO_01001830	ENVO_00000044	ENVO_00005774	biolink:OntologyClass	peat soil	peat soil	ENVO_00005774	ENVO:00005774
Gb0153552	tropical biome	peatland	peat soil	ENVO_01001830	ENVO_00000044	ENVO_00005774	biolink:OntologyClass	Peat	peat soil	ENVO_00005774	ENVO:00005774_SYNONYM
Gb0153552	tropical biome	peatland	peat soil	ENVO_01001830	ENVO_00000044	ENVO_00005774	biolink:OntologyClass	Peat soil	peat soil	ENVO_00005774	ENVO:00005774
Gb0153555	tropical biome	peatland	peat soil	ENVO_01001830	ENVO_00000044	ENVO_00005774	biolink:OntologyClass	peat	peat soil	ENVO_00005774	ENVO:00005774_SYNONYM
Gb0153555	tropical biome	peatland	peat soil	ENVO_01001830	ENVO_00000044	ENVO_00005774	biolink:OntologyClass	peat soil	peat soil	ENVO_00005774	ENVO:00005774
Gb0153555	tropical biome	peatland	peat soil	ENVO_01001830	ENVO_00000044	ENVO_00005774	biolink:OntologyClass	Peat	peat soil	ENVO_00005774	ENVO:00005774_SYNONYM
Gb0153555	tropical biome	peatland	peat soil	ENVO_01001830	ENVO_00000044	ENVO_00005774	biolink:OntologyClass	Peat soil	peat soil	ENVO_00005774	ENVO:00005774
Gb0153556	tropical biome	peatland	peat soil	ENVO_01001830	ENVO_00000044	ENVO_00005774	biolink:OntologyClass	peat	peat soil	ENVO_00005774	ENVO:00005774_SYNONYM
Gb0153556	tropical biome	peatland	peat soil	ENVO_01001830	ENVO_00000044	ENVO_00005774	biolink:OntologyClass	peat soil	peat soil	ENVO_00005774	ENVO:00005774
Gb0153556	tropical biome	peatland	peat soil	ENVO_01001830	ENVO_00000044	ENVO_00005774	biolink:OntologyClass	Peat	peat soil	ENVO_00005774	ENVO:00005774_SYNONYM
Gb0153556	tropical biome	peatland	peat soil	ENVO_01001830	ENVO_00000044	ENVO_00005774	biolink:OntologyClass	Peat soil	peat soil	ENVO_00005774	ENVO:00005774
Gb0157184	forest biome	organic feature	forest soil	ENVO_01000174	ENVO_01000159	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0157184	forest biome	organic feature	forest soil	ENVO_01000174	ENVO_01000159	ENVO_00002261	biolink:OntologyClass	forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0157190	forest biome	solid layer	forest soil	ENVO_01000174	ENVO_01001275	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0157190	forest biome	solid layer	forest soil	ENVO_01000174	ENVO_01001275	ENVO_00002261	biolink:OntologyClass	forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0157198	forest biome	solid layer	forest soil	ENVO_01000174	ENVO_01001275	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0157198	forest biome	solid layer	forest soil	ENVO_01000174	ENVO_01001275	ENVO_00002261	biolink:OntologyClass	forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0157202	forest biome	polar	forest soil	ENVO_01000174	ENVO_01000238	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0157203	forest biome	polar	forest soil	ENVO_01000174	ENVO_01000238	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0157205	forest biome	polar	forest soil	ENVO_01000174	ENVO_01000238	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0157207	forest biome	polar	forest soil	ENVO_01000174	ENVO_01000238	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0153558	tropical biome	peatland	peat soil	ENVO_01001830	ENVO_00000044	ENVO_00005774	biolink:OntologyClass	peat	peat soil	ENVO_00005774	ENVO:00005774_SYNONYM
Gb0153558	tropical biome	peatland	peat soil	ENVO_01001830	ENVO_00000044	ENVO_00005774	biolink:OntologyClass	peat soil	peat soil	ENVO_00005774	ENVO:00005774
Gb0153558	tropical biome	peatland	peat soil	ENVO_01001830	ENVO_00000044	ENVO_00005774	biolink:OntologyClass	Peat	peat soil	ENVO_00005774	ENVO:00005774_SYNONYM
Gb0153558	tropical biome	peatland	peat soil	ENVO_01001830	ENVO_00000044	ENVO_00005774	biolink:OntologyClass	Peat soil	peat soil	ENVO_00005774	ENVO:00005774
Gb0153563	tropical biome	peatland	peat soil	ENVO_01001830	ENVO_00000044	ENVO_00005774	biolink:OntologyClass	peat	peat soil	ENVO_00005774	ENVO:00005774_SYNONYM
Gb0153563	tropical biome	peatland	peat soil	ENVO_01001830	ENVO_00000044	ENVO_00005774	biolink:OntologyClass	peat soil	peat soil	ENVO_00005774	ENVO:00005774
Gb0153563	tropical biome	peatland	peat soil	ENVO_01001830	ENVO_00000044	ENVO_00005774	biolink:OntologyClass	Peat	peat soil	ENVO_00005774	ENVO:00005774_SYNONYM
Gb0153563	tropical biome	peatland	peat soil	ENVO_01001830	ENVO_00000044	ENVO_00005774	biolink:OntologyClass	Peat soil	peat soil	ENVO_00005774	ENVO:00005774
Gb0153564	tropical biome	peatland	peat soil	ENVO_01001830	ENVO_00000044	ENVO_00005774	biolink:OntologyClass	peat	peat soil	ENVO_00005774	ENVO:00005774_SYNONYM
Gb0153564	tropical biome	peatland	peat soil	ENVO_01001830	ENVO_00000044	ENVO_00005774	biolink:OntologyClass	peat soil	peat soil	ENVO_00005774	ENVO:00005774
Gb0153564	tropical biome	peatland	peat soil	ENVO_01001830	ENVO_00000044	ENVO_00005774	biolink:OntologyClass	Peat	peat soil	ENVO_00005774	ENVO:00005774_SYNONYM
Gb0153564	tropical biome	peatland	peat soil	ENVO_01001830	ENVO_00000044	ENVO_00005774	biolink:OntologyClass	Peat soil	peat soil	ENVO_00005774	ENVO:00005774
Gb0153565	tropical biome	peatland	peat soil	ENVO_01001830	ENVO_00000044	ENVO_00005774	biolink:OntologyClass	peat	peat soil	ENVO_00005774	ENVO:00005774_SYNONYM
Gb0153565	tropical biome	peatland	peat soil	ENVO_01001830	ENVO_00000044	ENVO_00005774	biolink:OntologyClass	peat soil	peat soil	ENVO_00005774	ENVO:00005774
Gb0153565	tropical biome	peatland	peat soil	ENVO_01001830	ENVO_00000044	ENVO_00005774	biolink:OntologyClass	Peat	peat soil	ENVO_00005774	ENVO:00005774_SYNONYM
Gb0153565	tropical biome	peatland	peat soil	ENVO_01001830	ENVO_00000044	ENVO_00005774	biolink:OntologyClass	Peat soil	peat soil	ENVO_00005774	ENVO:00005774
Gb0153566	tropical biome	peatland	peat soil	ENVO_01001830	ENVO_00000044	ENVO_00005774	biolink:OntologyClass	peat	peat soil	ENVO_00005774	ENVO:00005774_SYNONYM
Gb0153566	tropical biome	peatland	peat soil	ENVO_01001830	ENVO_00000044	ENVO_00005774	biolink:OntologyClass	peat soil	peat soil	ENVO_00005774	ENVO:00005774
Gb0153566	tropical biome	peatland	peat soil	ENVO_01001830	ENVO_00000044	ENVO_00005774	biolink:OntologyClass	Peat	peat soil	ENVO_00005774	ENVO:00005774_SYNONYM
Gb0153566	tropical biome	peatland	peat soil	ENVO_01001830	ENVO_00000044	ENVO_00005774	biolink:OntologyClass	Peat soil	peat soil	ENVO_00005774	ENVO:00005774
Gb0153567	tropical biome	peatland	peat soil	ENVO_01001830	ENVO_00000044	ENVO_00005774	biolink:OntologyClass	peat	peat soil	ENVO_00005774	ENVO:00005774_SYNONYM
Gb0153567	tropical biome	peatland	peat soil	ENVO_01001830	ENVO_00000044	ENVO_00005774	biolink:OntologyClass	peat soil	peat soil	ENVO_00005774	ENVO:00005774
Gb0153567	tropical biome	peatland	peat soil	ENVO_01001830	ENVO_00000044	ENVO_00005774	biolink:OntologyClass	Peat	peat soil	ENVO_00005774	ENVO:00005774_SYNONYM
Gb0153567	tropical biome	peatland	peat soil	ENVO_01001830	ENVO_00000044	ENVO_00005774	biolink:OntologyClass	Peat soil	peat soil	ENVO_00005774	ENVO:00005774
Gb0153568	tropical biome	peatland	peat soil	ENVO_01001830	ENVO_00000044	ENVO_00005774	biolink:OntologyClass	peat	peat soil	ENVO_00005774	ENVO:00005774_SYNONYM
Gb0153568	tropical biome	peatland	peat soil	ENVO_01001830	ENVO_00000044	ENVO_00005774	biolink:OntologyClass	peat soil	peat soil	ENVO_00005774	ENVO:00005774
Gb0153568	tropical biome	peatland	peat soil	ENVO_01001830	ENVO_00000044	ENVO_00005774	biolink:OntologyClass	Peat	peat soil	ENVO_00005774	ENVO:00005774_SYNONYM
Gb0153568	tropical biome	peatland	peat soil	ENVO_01001830	ENVO_00000044	ENVO_00005774	biolink:OntologyClass	Peat soil	peat soil	ENVO_00005774	ENVO:00005774
Gb0153573	aquatic biome	wetland area	sediment	ENVO_00002030	ENVO_00000043	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0153576	aquatic biome	wetland area	sediment	ENVO_00002030	ENVO_00000043	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0153577	aquatic biome	wetland area	sediment	ENVO_00002030	ENVO_00000043	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0157212	forest biome	polar	forest soil	ENVO_01000174	ENVO_01000238	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0157214	forest biome	polar	forest soil	ENVO_01000174	ENVO_01000238	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0157219	forest biome	polar	forest soil	ENVO_01000174	ENVO_01000238	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0157221	forest biome	polar	forest soil	ENVO_01000174	ENVO_01000238	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0157222	forest biome	polar	forest soil	ENVO_01000174	ENVO_01000238	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0157224	forest biome	polar	forest soil	ENVO_01000174	ENVO_01000238	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0157226	forest biome	polar	forest soil	ENVO_01000174	ENVO_01000238	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0157231	forest biome	polar	forest soil	ENVO_01000174	ENVO_01000238	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0157232	forest biome	polar	forest soil	ENVO_01000174	ENVO_01000238	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0157234	forest biome	polar	forest soil	ENVO_01000174	ENVO_01000238	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0157235	forest biome	polar	forest soil	ENVO_01000174	ENVO_01000238	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0153578	aquatic biome	wetland area	sediment	ENVO_00002030	ENVO_00000043	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0153584	aquatic biome	wetland area	sediment	ENVO_00002030	ENVO_00000043	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0153585	aquatic biome	wetland area	sediment	ENVO_00002030	ENVO_00000043	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0153587	aquatic biome	wetland area	sediment	ENVO_00002030	ENVO_00000043	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0153589	aquatic biome	wetland area	sediment	ENVO_00002030	ENVO_00000043	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0153593	aquatic biome	wetland area	sediment	ENVO_00002030	ENVO_00000043	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0153595	aquatic biome	wetland area	sediment	ENVO_00002030	ENVO_00000043	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0153599	marine biome	marine oxygen minimum zone	sea water	ENVO_00000447	ENVO_01000065	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0153604	freshwater lake biome	oligotrophic lake	lake water	ENVO_01000252	ENVO_01000774	ENVO_04000007	biolink:OntologyClass	lake water	lake water	ENVO_04000007	ENVO:04000007
Gb0155375	mediterranean sea biome	marine benthic feature	sea water	ENVO_01000047	ENVO_01000105	ENVO_00002149	biolink:OntologyClass	sea water	sea water	ENVO_00002149	ENVO:00002149
Gb0155376	mediterranean sea biome	marine benthic feature	sea water	ENVO_01000047	ENVO_01000105	ENVO_00002149	biolink:OntologyClass	sea water	sea water	ENVO_00002149	ENVO:00002149
Gb0157237	forest biome	polar	forest soil	ENVO_01000174	ENVO_01000238	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0157238	forest biome	polar	forest soil	ENVO_01000174	ENVO_01000238	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0157239	forest biome	polar	forest soil	ENVO_01000174	ENVO_01000238	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0157244	forest biome	polar	forest soil	ENVO_01000174	ENVO_01000238	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0153606	freshwater lake biome	oligotrophic lake	lake water	ENVO_01000252	ENVO_01000774	ENVO_04000007	biolink:OntologyClass	lake water	lake water	ENVO_04000007	ENVO:04000007
Gb0153608	terrestrial biome	cave	biofilm	ENVO_00000446	ENVO_00000067	ENVO_00002034	biolink:OntologyClass	Biofilm	biofilm	ENVO_00002034	ENVO:00002034
Gb0155377	mediterranean sea biome	marine benthic feature	sea water	ENVO_01000047	ENVO_01000105	ENVO_00002149	biolink:OntologyClass	sea water	sea water	ENVO_00002149	ENVO:00002149
Gb0155378	marine biome	marine water body	sea water	ENVO_00000447	ENVO_00001999	ENVO_00002149	biolink:OntologyClass	sea water	sea water	ENVO_00002149	ENVO:00002149
Gb0158161	freshwater lake biome	freshwater lake	lake sediment	ENVO_01000252	ENVO_00000021	ENVO_00000546	biolink:OntologyClass	Lake sediment	lake sediment	ENVO_00000546	ENVO:00000546
Gb0156172	desert biome	desert	soil	ENVO_01000179	ENVO_01001357	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0156172	desert biome	desert	soil	ENVO_01000179	ENVO_01001357	ENVO_00001998	biolink:OntologyClass	soil	soil	ENVO_00001998	ENVO:00001998
Gb0156177	desert biome	desert	soil	ENVO_01000179	ENVO_01001357	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0156177	desert biome	desert	soil	ENVO_01000179	ENVO_01001357	ENVO_00001998	biolink:OntologyClass	soil	soil	ENVO_00001998	ENVO:00001998
Gb0154146	freshwater biome		groundwater	ENVO_00000873		ENVO_01001004	biolink:OntologyClass	Groundwater	groundwater	ENVO_01001004	ENVO:01001004
Gb0154150	freshwater river biome	river	river water	ENVO_01000253	ENVO_00000022	ENVO_01000599	biolink:OntologyClass	river water	river water	ENVO_01000599	ENVO:01000599
Gb0154151	freshwater river biome	river	river water	ENVO_01000253	ENVO_00000022	ENVO_01000599	biolink:OntologyClass	river water	river water	ENVO_01000599	ENVO:01000599
Gb0154152	freshwater river biome	river	river water	ENVO_01000253	ENVO_00000022	ENVO_01000599	biolink:OntologyClass	river water	river water	ENVO_01000599	ENVO:01000599
Gb0154153	freshwater river biome	river	river water	ENVO_01000253	ENVO_00000022	ENVO_01000599	biolink:OntologyClass	river water	river water	ENVO_01000599	ENVO:01000599
Gb0153020	aquatic biome	hot spring	sediment	ENVO_00002030	ENVO_00000051	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0154154	freshwater river biome	river	river water	ENVO_01000253	ENVO_00000022	ENVO_01000599	biolink:OntologyClass	river water	river water	ENVO_01000599	ENVO:01000599
Gb0154155	freshwater river biome	river	river water	ENVO_01000253	ENVO_00000022	ENVO_01000599	biolink:OntologyClass	river water	river water	ENVO_01000599	ENVO:01000599
Gb0154169	marine benthic biome	coastal water body	intertidal sediment	ENVO_01000024	ENVO_02000049	ENVO_00002179	biolink:OntologyClass	intertidal sediment	intertidal sediment	ENVO_00002179	ENVO:00002179
Gb0154170	marine benthic biome	coastal water body	intertidal sediment	ENVO_01000024	ENVO_02000049	ENVO_00002179	biolink:OntologyClass	intertidal sediment	intertidal sediment	ENVO_00002179	ENVO:00002179
Gb0154171	marine benthic biome	coastal water body	intertidal sediment	ENVO_01000024	ENVO_02000049	ENVO_00002179	biolink:OntologyClass	intertidal sediment	intertidal sediment	ENVO_00002179	ENVO:00002179
Gb0154180	freshwater lake biome	lake	lake sediment	ENVO_01000252	ENVO_00000020	ENVO_00000546	biolink:OntologyClass	lake sediment	lake sediment	ENVO_00000546	ENVO:00000546
Gb0154181	freshwater lake biome	lake	lake sediment	ENVO_01000252	ENVO_00000020	ENVO_00000546	biolink:OntologyClass	lake sediment	lake sediment	ENVO_00000546	ENVO:00000546
Gb0154182	freshwater lake biome	lake	lake sediment	ENVO_01000252	ENVO_00000020	ENVO_00000546	biolink:OntologyClass	lake sediment	lake sediment	ENVO_00000546	ENVO:00000546
Gb0154183	freshwater lake biome	lake	lake sediment	ENVO_01000252	ENVO_00000020	ENVO_00000546	biolink:OntologyClass	lake sediment	lake sediment	ENVO_00000546	ENVO:00000546
Gb0154184	freshwater lake biome	lake	lake sediment	ENVO_01000252	ENVO_00000020	ENVO_00000546	biolink:OntologyClass	lake sediment	lake sediment	ENVO_00000546	ENVO:00000546
Gb0154185	freshwater lake biome	lake	lake sediment	ENVO_01000252	ENVO_00000020	ENVO_00000546	biolink:OntologyClass	lake sediment	lake sediment	ENVO_00000546	ENVO:00000546
Gb0154187	freshwater lake biome	lake	lake sediment	ENVO_01000252	ENVO_00000020	ENVO_00000546	biolink:OntologyClass	lake sediment	lake sediment	ENVO_00000546	ENVO:00000546
Gb0154188	freshwater lake biome	lake	lake sediment	ENVO_01000252	ENVO_00000020	ENVO_00000546	biolink:OntologyClass	lake sediment	lake sediment	ENVO_00000546	ENVO:00000546
Gb0154190	freshwater lake biome	lake	lake sediment	ENVO_01000252	ENVO_00000020	ENVO_00000546	biolink:OntologyClass	lake sediment	lake sediment	ENVO_00000546	ENVO:00000546
Gb0154191	freshwater lake biome	lake	lake sediment	ENVO_01000252	ENVO_00000020	ENVO_00000546	biolink:OntologyClass	lake sediment	lake sediment	ENVO_00000546	ENVO:00000546
Gb0154192	freshwater lake biome	lake	lake sediment	ENVO_01000252	ENVO_00000020	ENVO_00000546	biolink:OntologyClass	lake sediment	lake sediment	ENVO_00000546	ENVO:00000546
Gb0155466	terrestrial biome	river bank	soil	ENVO_00000446	ENVO_00000143	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0155466	terrestrial biome	river bank	soil	ENVO_00000446	ENVO_00000143	ENVO_00001998	biolink:OntologyClass	soil	soil	ENVO_00001998	ENVO:00001998
Gb0155467	terrestrial biome	river bank	soil	ENVO_00000446	ENVO_00000143	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0155467	terrestrial biome	river bank	soil	ENVO_00000446	ENVO_00000143	ENVO_00001998	biolink:OntologyClass	soil	soil	ENVO_00001998	ENVO:00001998
Gb0154195	freshwater lake biome	lake	lake sediment	ENVO_01000252	ENVO_00000020	ENVO_00000546	biolink:OntologyClass	lake sediment	lake sediment	ENVO_00000546	ENVO:00000546
Gb0154196	freshwater lake biome	lake	lake sediment	ENVO_01000252	ENVO_00000020	ENVO_00000546	biolink:OntologyClass	lake sediment	lake sediment	ENVO_00000546	ENVO:00000546
Gb0154197	freshwater lake biome	lake	lake sediment	ENVO_01000252	ENVO_00000020	ENVO_00000546	biolink:OntologyClass	lake sediment	lake sediment	ENVO_00000546	ENVO:00000546
Gb0155469	terrestrial biome	river bank	soil	ENVO_00000446	ENVO_00000143	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0155469	terrestrial biome	river bank	soil	ENVO_00000446	ENVO_00000143	ENVO_00001998	biolink:OntologyClass	soil	soil	ENVO_00001998	ENVO:00001998
Gb0155472	terrestrial biome	river bank	soil	ENVO_00000446	ENVO_00000143	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0155472	terrestrial biome	river bank	soil	ENVO_00000446	ENVO_00000143	ENVO_00001998	biolink:OntologyClass	soil	soil	ENVO_00001998	ENVO:00001998
Gb0155474	terrestrial biome	river bank	soil	ENVO_00000446	ENVO_00000143	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0155474	terrestrial biome	river bank	soil	ENVO_00000446	ENVO_00000143	ENVO_00001998	biolink:OntologyClass	soil	soil	ENVO_00001998	ENVO:00001998
Gb0155475	terrestrial biome	river bank	soil	ENVO_00000446	ENVO_00000143	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0155475	terrestrial biome	river bank	soil	ENVO_00000446	ENVO_00000143	ENVO_00001998	biolink:OntologyClass	soil	soil	ENVO_00001998	ENVO:00001998
Gb0155477	terrestrial biome	river bank	soil	ENVO_00000446	ENVO_00000143	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0155477	terrestrial biome	river bank	soil	ENVO_00000446	ENVO_00000143	ENVO_00001998	biolink:OntologyClass	soil	soil	ENVO_00001998	ENVO:00001998
